Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.63,107.14,1.77,49.79
6.67,106.11,1.59,57.92
7.67,90.19,1.71,46.81
8.70,105.19,2.73,60.70
9.73,96.74,1.84,54.27
10.80,91.29,1.32,50.38
11.83,88.49,1.24,53.64
12.87,97.96,1.38,58.56
13.90,97.30,1.32,54.11
14.97,102.48,1.46,53.17
16.00,96.31,2.65,76.06
17.03,98.72,2.12,64.10
18.07,99.81,3.03,55.43
19.13,95.90,3.92,58.68
20.17,97.29,2.69,55.41
21.20,101.65,1.82,60.68
22.23,102.50,1.52,62.70
23.27,99.39,1.88,61.33
24.30,103.75,2.91,80.80
25.33,108.19,1.23,64.71
26.33,107.66,2.70,52.80
27.37,104.59,2.68,63.89
28.43,102.68,1.57,65.02
29.47,107.03,1.58,59.99
30.50,102.62,1.22,60.28
31.53,102.12,0.96,61.25
32.60,99.77,1.27,69.34
33.63,104.04,1.39,71.59
34.67,98.85,1.10,67.42
35.70,105.10,1.72,61.20
36.77,103.83,1.74,60.96
37.80,100.47,1.23,60.44
38.83,102.22,1.91,64.29
39.87,105.82,2.61,50.79
