Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,99.72,1.77,49.79
4.80,85.63,1.59,57.92
5.87,90.84,1.71,46.81
6.87,92.22,2.73,60.70
7.91,88.07,1.84,54.27
8.94,97.16,1.32,50.38
9.98,98.08,1.24,53.64
10.98,92.52,1.38,58.56
11.98,89.98,1.32,54.11
12.98,94.96,1.46,53.17
13.98,89.19,2.65,76.06
14.98,91.56,2.12,64.10
15.98,91.18,3.03,55.43
17.02,91.56,3.92,58.68
18.02,86.31,2.69,55.41
18.99,87.22,1.82,60.68
20.05,91.39,1.52,62.70
21.09,92.59,1.88,61.33
22.06,92.96,2.91,80.80
23.09,92.61,1.23,64.71
24.12,95.22,2.70,52.80
25.13,90.18,2.68,63.89
26.09,94.99,1.57,65.02
27.06,93.76,1.58,59.99
28.03,95.15,1.22,60.28
29.03,93.58,0.96,61.25
30.06,92.32,1.27,69.34
31.06,97.90,1.39,71.59
32.07,95.91,1.10,67.42
33.07,90.67,1.72,61.20
34.07,95.55,1.74,60.96
35.10,98.71,1.23,60.44
