Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.23,108.90,1.77,49.79
5.40,84.80,1.59,57.92
6.37,79.72,1.71,46.81
7.40,90.57,2.73,60.70
8.40,98.21,1.84,54.27
9.37,83.72,1.32,50.38
10.40,102.73,1.24,53.64
11.47,89.52,1.38,58.56
12.50,90.33,1.32,54.11
13.53,92.75,1.46,53.17
14.57,91.63,2.65,76.06
15.60,91.90,2.12,64.10
16.60,87.69,3.03,55.43
17.60,96.68,3.92,58.68
18.60,97.99,2.69,55.41
19.60,96.71,1.82,60.68
20.60,91.46,1.52,62.70
21.60,100.13,1.88,61.33
22.67,101.43,2.91,80.80
23.70,98.60,1.23,64.71
24.70,96.29,2.70,52.80
25.73,97.81,2.68,63.89
26.73,102.13,1.57,65.02
27.80,96.24,1.58,59.99
28.83,91.63,1.22,60.28
29.83,94.04,0.96,61.25
30.83,96.12,1.27,69.34
31.83,95.09,1.39,71.59
32.83,92.41,1.10,67.42
33.83,94.94,1.72,61.20
34.87,94.30,1.74,60.96
35.87,94.75,1.23,60.44
36.87,94.21,1.91,64.29
37.87,93.67,2.61,50.79
38.87,95.73,1.01,46.16
39.87,94.51,1.32,49.36
40.87,95.59,1.35,54.53
41.87,94.21,1.62,46.03
